,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC161,HC01_VC172,HC01_VC175,HC01_VC176,HC01_VC178,HC01_VC185,HC01_VC187,HC01_VC193,HC01_VC196,HC01_VC198,HC01_VC203,HC01_VC204,HC01_VC206,HC01_VC208,HC01_VC209
0,21001,2.51,17,8,58,32,99,44,318,148,52,5,19032,15,28,90,304,7,227,0,84,0
1,21003,2.48,81,45,54,31,126,0,1027,150,798,8,20219,12,12,73,267,0,279,24,41,140
2,21005,2.58,67,27,57,7,142,79,561,117,231,102,21664,0,66,59,367,22,428,0,43,14
3,21007,2.49,7,10,63,4,144,22,136,3,17,43,8274,12,2,0,77,11,100,0,17,0
4,21009,2.50,203,48,50,36,98,36,1310,206,339,155,42691,22,156,7,490,1,550,24,514,36
5,21011,2.70,109,90,79,121,140,2,298,68,95,0,11870,2,3,0,30,6,132,0,104,84
6,21013,2.44,117,37,52,48,93,9,447,36,167,163,28234,3,6,19,250,0,272,0,21,9
7,21015,2.78,521,40,57,26,113,595,7261,848,1623,1958,123030,318,321,419,4784,299,1515,98,791,153
8,21017,2.53,112,46,47,117,80,72,1104,725,65,10,19972,5,70,56,305,15,351,0,35,32
9,21019,2.40,209,42,51,21,107,217,844,158,297,56,49242,143,76,99,858,213,747,16,141,18
10,21021,2.43,94,27,50,9,109,32,996,334,135,128,29150,23,29,74,573,13,649,21,205,125
11,21023,2.55,42,50,54,0,118,3,130,53,7,0,8459,18,5,82,150,5,55,0,3,3
12,21025,2.44,84,53,48,50,82,11,202,56,40,8,13663,0,11,5,75,5,152,0,4,6
13,21027,2.70,69,35,62,12,115,14,503,88,299,9,20076,0,62,24,296,54,176,153,44,157
14,21029,2.68,331,37,46,14,94,157,1104,141,244,306,76093,87,185,98,1961,100,661,3,303,190
15,21031,2.47,59,44,77,12,153,21,522,149,172,18,12797,0,0,0,50,0,152,0,55,23
16,21033,2.39,87,59,76,183,134,0,72,57,0,0,12880,21,0,14,253,0,362,0,34,30
17,21035,2.32,126,19,38,0,70,343,1999,431,344,698,37981,265,31,13,859,113,692,9,184,57
18,21037,2.49,309,24,51,5,99,290,3678,518,1119,284,91268,463,132,326,3881,123,1074,204,256,269
19,21039,2.40,4,9,48,43,108,20,34,13,2,0,5031,0,0,0,20,5,40,0,9,0
20,21041,2.55,69,56,59,44,109,14,753,341,157,9,10871,0,0,3,48,0,185,27,0,13
21,21043,2.54,59,20,47,24,83,38,177,26,49,7,27439,42,16,46,220,27,426,41,9,10
22,21045,2.53,75,50,70,23,168,24,563,125,272,26,16002,35,0,51,86,4,172,0,52,127
23,21047,2.67,516,70,95,56,141,238,4413,903,1339,634,74459,81,199,117,1613,134,653,65,286,259
24,21049,2.45,126,32,46,21,106,75,778,336,164,71,35633,105,96,62,516,12,654,0,73,14
25,21051,2.56,160,71,64,39,140,0,433,135,9,11,21446,13,0,0,91,12,249,6,101,11
26,21053,2.59,52,46,46,43,99,68,165,26,15,20,10192,0,0,8,70,7,62,0,56,0
27,21055,2.38,17,23,59,20,118,41,423,19,345,16,9254,0,8,0,157,0,108,0,11,4
28,21057,2.51,7,8,28,0,80,10,53,5,46,0,6829,0,0,0,17,0,46,0,38,0
29,21059,2.50,468,42,48,41,100,346,3217,823,653,380,97631,15,93,163,1242,147,872,110,252,267
30,21061,2.48,13,12,31,0,81,166,452,39,232,36,12137,0,32,13,274,0,174,0,66,11
31,21063,2.43,17,27,67,28,104,0,161,110,0,4,7781,0,18,0,41,0,106,0,0,0
32,21065,2.53,52,35,50,50,99,18,115,2,24,34,14547,0,5,7,81,46,111,7,46,10
33,21067,2.35,1207,25,49,22,80,2850,33750,8734,6632,7138,304473,2178,832,592,8736,1237,5871,274,1758,647
34,21069,2.61,59,39,67,43,161,0,556,116,387,12,14505,0,6,77,243,0,94,0,185,133
35,21071,2.47,215,51,44,0,94,19,315,57,115,49,39087,0,39,24,269,19,644,0,17,0
36,21073,2.26,286,42,57,28,122,195,2408,655,327,473,49509,33,62,108,994,130,1176,16,299,94
37,21075,2.31,29,42,44,148,39,0,136,14,34,11,6550,12,5,0,40,0,36,0,7,9
38,21077,2.79,54,61,69,7,181,7,192,91,29,4,8554,8,16,27,278,0,47,3,12,0
39,21079,2.55,98,54,50,34,109,42,336,94,84,20,16880,0,4,99,229,0,445,0,69,0
40,21081,2.93,132,50,75,14,169,63,725,298,181,55,24667,0,55,11,329,10,331,32,26,45
41,21083,2.58,49,13,44,11,85,41,2201,817,405,48,37451,5,0,20,282,36,423,0,48,19
42,21085,2.60,42,17,33,42,59,3,356,115,95,60,25934,0,59,13,345,51,316,10,16,30
43,21087,2.47,26,23,34,23,57,43,347,21,267,31,11186,0,38,8,83,0,166,0,52,147
44,21089,2.55,165,48,43,55,86,75,467,72,135,76,36656,82,31,35,550,36,581,3,65,21
45,21091,2.54,53,61,45,125,78,9,191,62,47,0,8654,0,4,0,113,0,184,0,12,16
46,21093,2.60,505,42,62,35,115,1627,7240,759,2631,1347,107565,328,424,113,2899,236,918,120,366,261
47,21095,2.50,61,20,31,12,64,25,444,75,143,90,28744,6,0,26,287,15,186,2,27,10
48,21097,2.52,83,38,34,91,46,58,547,197,203,0,18643,139,12,28,353,35,184,0,32,27
49,21099,2.55,172,88,90,34,194,61,1255,49,1010,40,18427,44,14,0,251,0,187,0,46,208
50,21101,2.39,331,62,53,24,106,86,1226,398,189,96,46394,32,77,0,567,24,591,0,65,16
51,21103,2.56,123,80,64,10,160,31,463,119,58,3,15427,66,26,0,206,2,152,18,79,6
52,21105,2.30,33,73,104,176,97,0,56,0,3,0,4790,0,14,0,30,0,108,0,3,0
53,21107,2.47,166,33,47,7,81,70,1006,289,177,157,46684,0,17,17,416,54,592,3,47,97
54,21109,2.34,41,29,38,0,101,0,101,0,5,20,13370,0,10,0,131,49,55,0,32,0
55,21111,2.40,3988,37,54,23,92,7048,59126,13700,14288,10682,751485,4873,1313,1412,18696,3225,8554,467,2956,2746
56,21113,2.63,215,36,59,12,112,468,1974,338,685,332,49601,175,134,126,950,123,570,16,506,78
57,21115,2.51,76,32,44,42,69,10,266,8,64,45,23390,15,28,0,155,10,375,0,55,14
58,21117,2.57,1183,54,67,70,118,749,6156,1628,1368,774,161915,487,300,744,6707,199,2247,250,573,296
59,21119,2.67,122,58,54,48,120,12,255,48,122,6,16139,0,0,0,113,6,275,0,30,61
60,21121,2.49,159,44,58,71,110,38,323,78,38,80,31857,0,0,27,351,50,488,0,105,25
61,21123,2.62,118,77,57,50,114,95,399,120,158,0,14149,0,0,9,274,8,132,7,0,0
62,21125,2.53,374,60,67,55,141,87,938,319,266,182,59535,9,89,11,677,20,671,10,140,495
63,21127,2.65,17,12,29,0,57,69,261,0,38,100,15850,43,0,50,157,0,402,5,48,0
64,21129,2.31,18,22,31,0,71,4,88,23,34,16,7681,0,32,0,108,12,92,0,4,5
65,21131,2.59,0,0,23,0,62,2,22,7,5,2,11128,7,0,0,24,0,63,0,0,0
66,21133,2.53,39,17,42,29,88,28,312,61,42,26,23965,0,24,34,84,0,426,25,0,0
67,21135,2.62,60,44,38,10,89,6,327,52,149,8,13848,0,10,0,97,111,63,0,0,0
68,21137,2.51,103,42,59,0,149,13,300,18,193,0,24546,0,12,0,186,17,117,0,34,82
69,21139,2.52,29,35,25,0,60,0,190,51,48,19,9443,22,4,11,160,0,303,0,8,2
70,21141,2.44,91,32,42,30,79,62,846,55,477,17,26844,0,76,0,123,30,331,0,104,122
71,21143,2.17,21,27,20,0,54,33,223,38,76,31,8415,11,14,15,221,28,244,6,73,0
72,21145,2.35,267,34,52,7,112,255,2141,316,482,507,65545,138,72,84,958,74,1325,0,315,53
73,21147,2.60,22,14,12,22,22,0,583,91,118,44,18073,0,0,0,508,10,148,10,0,0
74,21149,2.52,61,67,63,0,144,21,186,26,9,26,9510,33,15,5,54,11,78,0,69,6
75,21151,2.50,262,19,47,35,75,250,2832,564,640,654,85485,151,242,137,2101,233,1792,83,303,279
76,21153,2.62,87,68,66,40,155,24,42,30,8,0,13076,0,0,6,118,22,281,0,0,0
77,21155,2.53,149,68,65,20,143,5,480,156,62,18,19965,16,6,0,309,39,141,0,36,127
78,21157,2.47,133,44,51,14,120,127,326,51,82,42,31223,0,44,42,497,10,358,0,101,0
79,21159,2.57,85,83,53,0,105,0,334,101,26,7,12750,18,7,0,99,69,182,0,0,33
80,21161,2.57,88,46,50,0,97,23,606,15,430,0,17398,13,7,0,108,0,324,0,23,59
81,21163,2.75,124,43,58,8,124,159,835,152,144,132,29203,29,32,49,617,47,476,11,93,49
82,21165,2.57,24,31,37,56,52,0,162,54,29,44,6337,0,0,11,59,0,69,0,15,8
83,21167,2.41,133,60,65,21,158,93,470,160,225,31,21311,36,18,27,365,22,403,0,22,24
84,21169,2.53,17,20,92,0,178,21,81,0,54,9,10025,0,16,11,44,0,214,0,8,10
85,21171,2.41,40,40,38,0,77,4,369,134,94,27,10837,0,6,0,36,25,205,0,42,83
86,21173,2.58,169,48,75,51,159,40,439,159,87,27,26983,0,36,0,310,0,246,0,18,33
87,21175,2.44,80,73,69,12,122,27,294,36,151,34,13522,0,5,4,100,0,161,0,39,61
88,21177,2.57,142,43,52,23,115,27,549,203,127,58,31391,14,41,0,378,3,332,0,208,22
89,21179,2.62,250,48,72,30,122,126,1163,304,283,57,44254,56,98,138,745,0,505,27,100,21
90,21181,2.43,13,20,34,0,94,11,94,14,66,0,7064,0,0,0,62,0,161,0,7,0
91,21183,2.76,151,66,77,125,139,15,445,239,37,37,23956,0,44,81,227,8,349,0,119,0
92,21185,2.92,87,15,40,9,108,368,2812,634,536,365,61711,396,96,132,2528,337,889,149,268,343
93,21187,2.46,59,57,81,13,209,5,62,0,0,0,10740,0,0,2,102,0,143,5,0,52
94,21189,2.64,15,29,43,48,63,11,20,9,5,0,4686,0,0,0,0,0,8,0,0,0
95,21191,2.70,22,14,31,11,71,12,171,0,103,0,14642,0,3,71,207,5,101,0,40,0
96,21193,2.51,78,25,51,23,120,48,258,10,203,0,28261,23,16,0,318,23,359,2,46,22
97,21195,2.40,243,36,53,67,97,84,909,118,222,256,64380,8,8,72,690,6,895,13,113,117
98,21197,2.67,40,26,73,68,95,0,138,20,18,14,12552,0,47,0,73,15,160,15,15,0
99,21199,2.40,376,56,60,22,143,70,1316,193,495,159,63505,10,47,24,908,3,804,51,189,38
100,21201,2.40,11,55,83,0,173,0,51,0,46,5,2239,52,0,0,23,0,51,0,13,0
101,21203,2.51,52,32,42,51,90,7,85,2,21,0,16965,0,1,53,96,0,169,7,6,5
102,21205,2.45,54,13,48,62,68,28,533,82,88,115,23485,19,236,23,278,17,424,19,64,2
103,21207,2.42,74,38,42,34,82,13,320,206,18,1,17646,0,0,22,214,0,201,15,0,4
104,21209,2.61,110,19,46,0,95,152,2288,747,245,379,49167,31,152,182,1432,343,926,85,226,47
105,21211,2.67,217,41,66,46,120,173,3738,1802,385,355,43581,26,46,0,859,106,563,49,308,90
106,21213,2.59,88,46,58,0,97,14,442,66,194,30,17551,32,20,91,90,0,220,0,126,5
107,21215,2.75,75,47,66,0,141,72,408,106,176,40,17419,45,148,25,238,77,127,19,44,7
108,21217,2.53,117,34,56,76,95,83,748,103,360,100,25059,4,0,82,258,0,268,0,79,75
109,21219,2.70,30,27,83,58,159,16,1126,71,840,12,12499,6,18,2,60,34,259,0,15,255
110,21221,2.34,28,23,56,0,144,55,1013,78,727,92,14277,0,75,4,129,0,79,26,137,441
111,21223,2.45,45,54,59,0,142,34,390,156,30,16,8816,0,7,0,82,0,157,0,34,5
112,21225,2.42,61,35,43,23,73,13,450,27,191,12,15192,9,8,11,172,28,166,0,2,22
113,21227,2.46,555,31,47,12,80,2085,11613,2657,3013,2560,117169,1274,259,245,2072,270,2649,226,805,146
114,21229,2.54,73,56,72,40,147,48,349,120,64,19,11871,95,4,12,113,11,207,0,72,13
115,21231,2.55,151,80,63,15,132,1,442,282,73,0,20728,0,14,53,378,32,129,0,18,35
116,21233,2.60,38,31,51,73,93,36,643,185,179,9,13454,0,32,0,50,31,167,0,11,8
117,21235,2.62,261,57,53,44,75,64,331,44,94,39,35557,66,12,33,387,0,413,0,0,17
118,21237,2.53,0,0,62,0,163,0,0,0,0,0,7273,0,0,25,22,0,99,0,7,0
119,21239,2.56,6,2,55,0,109,126,2037,987,114,106,25151,0,54,85,668,33,638,40,160,48
120,39001,2.61,51,17,47,23,83,47,620,27,353,4,28342,0,16,16,381,42,297,9,158,153
121,39003,2.52,728,55,58,38,114,317,2799,308,709,469,105562,266,316,434,4327,254,719,277,490,1653
122,39005,2.51,192,32,58,21,104,557,3276,114,2341,247,53202,461,74,1053,2428,204,733,318,448,1039
123,39007,2.49,597,51,55,12,119,497,5489,693,2775,262,100346,247,518,3044,10366,575,1186,1754,1667,496
124,39009,2.49,270,19,28,8,44,162,3226,73,642,1503,64840,509,162,834,2855,386,877,489,240,198
125,39011,2.50,99,23,52,24,105,138,1096,84,469,123,45867,36,51,162,1372,24,251,38,297,421
126,39013,2.35,247,35,39,8,79,324,1382,73,601,190,69793,298,72,1592,6976,604,1539,997,144,342
127,39015,2.65,259,51,60,17,136,81,544,14,146,77,44464,17,40,32,950,57,301,45,128,51
128,39017,2.67,2016,41,57,25,108,2705,23796,5589,5804,4988,371154,1169,629,2310,16801,1828,2848,401,1604,1201
129,39019,2.57,69,27,57,1,158,91,789,42,575,53,28539,3,21,212,1689,76,338,136,164,335
130,39021,2.56,169,40,56,9,119,95,767,95,183,160,39628,84,44,155,1228,27,502,90,183,301
131,39023,2.44,952,56,53,13,111,563,5298,1243,1270,573,137303,286,307,602,4473,256,1582,132,634,281
132,39025,2.67,538,24,49,23,91,1296,6476,529,2045,1117,199450,503,500,930,6644,432,1877,252,1004,482
133,39027,2.54,296,60,56,26,118,132,469,120,164,5,41871,91,65,137,864,66,391,80,296,79
134,39029,2.44,518,46,62,25,127,285,2353,540,792,222,106622,282,230,844,9407,385,1826,1608,675,1287
135,39031,2.49,75,20,59,0,139,67,2336,27,2134,49,36768,23,26,218,1055,108,715,53,253,286
136,39033,2.41,174,38,50,11,108,68,544,61,209,165,43036,61,65,280,1787,91,347,106,368,261
137,39035,2.32,7424,39,48,26,86,36446,135204,14469,55581,19321,1267513,20953,2999,38577,113209,20811,7666,36411,6529,3641
138,39037,2.48,165,31,59,13,124,101,753,136,206,37,52537,37,29,144,819,89,287,7,169,192
139,39039,2.48,308,69,55,83,100,143,1970,490,405,23,38795,112,28,434,994,96,303,122,312,322
140,39041,2.75,385,22,50,3,104,1983,13133,446,4742,4645,181821,1427,612,2151,14555,1660,2249,1219,1937,1116
141,39043,2.34,396,44,52,9,119,416,2472,434,783,194,76416,249,210,1259,6990,230,520,621,415,300
142,39045,2.66,547,33,52,10,113,728,5361,483,1375,1209,148067,428,216,794,6396,646,1439,404,1046,930
143,39047,2.46,108,33,52,22,112,27,733,279,174,109,28875,74,8,72,562,46,227,10,19,80
144,39051,2.58,203,47,66,61,127,135,1490,191,208,26,42541,157,216,508,1498,158,280,110,335,837
145,39053,2.60,93,27,48,0,114,68,735,5,433,105,30763,11,49,15,397,67,359,11,148,149
146,39055,2.67,160,17,54,6,127,1749,9936,186,8601,267,93819,488,266,4445,12059,1475,973,1906,1259,1315
147,39057,2.43,723,32,52,10,95,1417,9734,725,2919,2998,163313,1376,468,1278,5707,537,2239,552,1390,645
148,39059,2.52,105,25,43,37,90,138,997,94,699,47,39794,109,10,149,1041,116,857,609,176,235
149,39061,2.39,4733,39,55,17,100,7428,52398,7832,17929,9329,803272,4625,1434,3961,37365,6421,6449,1363,4119,2133
150,39063,2.38,413,43,58,19,105,214,3200,246,656,824,75290,714,234,543,3288,157,558,204,341,974
151,39065,2.58,475,101,87,22,169,170,1218,51,819,89,31826,40,95,108,790,67,378,35,89,326
152,39067,2.44,104,68,77,46,176,26,316,21,217,2,15698,15,28,239,919,55,503,75,78,40
153,39069,2.49,159,54,81,13,183,54,963,198,229,83,28074,0,86,240,858,58,177,70,126,139
154,39071,2.54,265,58,64,29,125,104,1020,101,620,95,43266,0,112,71,870,32,308,42,107,178
155,39073,2.49,111,40,50,11,105,169,386,48,102,102,29111,97,11,189,662,29,184,12,107,130
156,39075,3.38,52,13,66,8,135,140,19019,97,18658,52,43176,177,11,84,273,80,182,85,221,4269
157,39077,2.59,214,33,46,0,113,264,3450,1221,789,155,59186,106,145,901,2790,133,517,568,301,456
158,39079,2.47,126,32,74,49,117,61,1202,205,564,76,32952,0,93,74,612,3,403,11,30,59
159,39081,2.35,311,36,47,17,90,391,1688,96,850,154,68510,249,176,1535,10147,413,1145,1432,195,130
160,39083,2.54,200,27,57,7,115,424,3752,20,3052,239,61063,35,152,408,2710,439,664,127,577,699
161,39085,2.41,824,31,47,12,99,6031,15997,2869,8082,1034,229602,743,877,10813,36770,2313,2184,5924,2541,632
162,39087,2.60,225,30,47,33,101,102,628,72,243,92,62100,35,51,127,862,245,887,41,91,196
163,39089,2.56,712,37,51,17,96,793,4956,650,1639,1042,167911,398,421,1907,10037,689,1818,366,1854,456
164,39091,2.44,220,47,64,33,131,163,1813,91,1259,98,45564,120,53,172,1300,31,603,57,269,445
165,39093,2.50,1642,44,46,21,93,3181,22104,4811,4706,1746,302465,1929,1148,13585,26140,2100,2610,9470,2101,763
166,39095,2.40,2740,41,53,21,98,2901,24986,2936,6382,3559,438167,6624,3321,11238,18386,2502,2580,1476,2247,2144
167,39097,2.59,166,39,55,20,132,109,1409,243,607,251,43326,142,54,201,1527,86,353,123,278,534
168,39099,2.34,1169,38,47,16,96,2393,14431,3312,5267,1118,235809,2259,433,6167,43596,2099,2514,16799,2349,1288
169,39101,2.42,483,71,64,52,119,104,2384,387,595,127,66171,133,55,407,2974,106,601,121,238,208
170,39103,2.62,382,21,49,5,113,2580,8489,481,4808,889,174091,1273,675,7998,19555,1580,1774,6961,1019,1333
171,39105,2.46,116,45,50,8,124,0,168,40,78,20,23564,18,85,77,322,39,233,0,97,32
172,39107,2.53,180,50,74,2,177,30,796,68,239,228,40789,3,25,70,493,57,221,13,33,231
173,39109,2.48,232,21,37,6,77,278,2839,280,708,945,103145,191,336,628,3609,206,1216,127,750,748
174,39111,2.38,21,15,52,0,137,20,414,19,381,0,14590,0,2,90,496,13,100,23,135,415
175,39113,2.32,3484,47,54,23,104,3261,27598,3868,7521,7423,534801,2980,1261,3945,19777,1867,5789,1415,3243,1649
176,39115,2.44,88,61,60,47,123,27,257,2,169,50,14977,2,12,104,240,33,169,29,33,41
177,39117,2.74,196,55,57,19,119,68,1261,127,882,35,34991,69,52,591,1136,140,662,45,130,145
178,39119,2.46,409,38,46,20,91,351,1583,93,821,179,85947,223,164,266,2287,122,1028,183,208,152
179,39121,2.44,21,20,58,0,94,23,461,25,292,9,14561,19,19,94,512,2,166,205,61,17
180,39123,2.33,156,40,43,55,80,163,1394,206,368,154,41304,107,234,1482,1652,128,322,548,426,226
181,39125,2.46,98,57,67,6,163,57,616,162,145,73,19293,32,32,143,405,7,73,14,50,331
182,39127,2.62,130,35,60,8,141,38,467,35,259,25,36000,32,167,678,1676,20,232,29,169,191
183,39129,2.67,128,21,58,17,126,66,735,45,251,117,56279,49,92,345,1639,117,529,4,125,168
184,39131,2.56,153,47,48,25,95,11,954,35,652,91,28504,0,11,113,277,42,340,11,76,417
185,39133,2.54,624,24,38,11,65,1680,6543,261,2701,1788,161553,1027,488,5875,17534,1760,1966,3116,1555,1181
186,39135,2.57,71,17,38,5,78,210,756,73,380,156,41887,93,106,362,973,131,508,12,252,150
187,39137,2.61,97,32,59,13,119,85,964,251,155,30,34256,0,78,179,678,59,105,21,81,584
188,39139,2.40,522,41,58,41,121,687,3801,200,2656,133,122813,112,207,1523,5373,231,1654,450,702,1682
189,39141,2.53,325,39,48,22,99,81,2205,607,625,387,77552,132,365,100,1462,164,930,194,328,187
190,39143,2.48,303,44,51,13,116,221,2917,701,372,161,60498,43,406,727,2496,126,284,144,63,198
191,39145,2.54,587,62,53,32,99,98,1395,281,261,186,78520,27,78,96,1429,94,824,77,185,230
192,39147,2.47,189,27,45,11,93,232,1512,219,278,232,56100,33,136,312,2921,43,219,100,329,371
193,39149,2.61,252,50,60,5,134,138,1229,185,202,335,49165,50,69,128,757,33,298,19,235,173
194,39151,2.44,2163,47,54,11,118,2803,12828,1445,6119,1339,375090,2183,888,6816,38353,1430,4280,4243,2816,5668
195,39153,2.41,2754,38,50,16,98,6971,29639,2037,12759,6905,541464,5921,1010,16244,48512,4995,5401,10156,4097,2819
196,39155,2.35,1028,41,45,19,93,1782,10294,290,7343,813,207596,636,301,5554,27816,1958,2433,7286,1360,1043
197,39157,2.51,262,27,51,10,107,243,4736,789,3293,47,92616,55,114,713,7173,134,1167,387,571,3708
198,39159,2.73,151,22,45,17,88,236,2130,39,1111,621,53090,57,180,410,2222,70,390,128,389,386
199,39161,2.48,127,43,51,34,110,106,554,115,232,54,28612,30,8,80,481,40,189,32,147,219
200,39163,2.57,98,72,96,0,254,25,223,24,51,9,13319,0,4,1,263,0,169,45,62,33
201,39165,2.74,689,34,52,13,124,1986,15395,1154,4861,5218,217623,848,600,1559,9326,1458,2172,430,1790,678
202,39167,2.40,213,32,50,11,117,156,1200,73,319,374,61473,89,192,240,1704,203,967,114,307,244
203,39169,2.61,402,32,58,18,112,387,11531,487,9057,637,114978,71,233,1521,5317,499,1358,761,741,6777
204,39171,2.42,239,57,69,40,148,184,1162,278,378,68,37493,89,235,168,1222,80,195,219,263,263
205,39173,2.45,416,21,49,9,85,808,6617,774,1893,1349,128139,540,678,2721,5461,894,1070,892,1281,886
206,39175,2.38,51,24,55,16,115,6,800,207,135,245,22535,0,67,93,696,32,85,0,143,167
207,42001,2.57,325,28,44,18,92,636,6007,2092,946,418,101566,187,281,510,5360,672,1272,261,564,383
208,42003,2.26,4690,27,48,16,79,17377,82519,4360,38375,22069,1229172,8322,2008,22864,202362,20951,18337,46639,10632,2921
209,42005,2.36,225,34,40,15,86,145,1054,106,598,90,68343,125,53,580,6844,286,1625,2264,445,173
210,42007,2.37,586,30,45,26,91,1315,4970,445,2703,414,170124,884,348,2567,30353,1915,5112,4952,1776,367
211,42009,2.42,205,47,48,48,98,116,1496,66,1008,84,49332,14,70,282,1627,102,691,252,230,464
212,42011,2.60,2118,40,53,20,106,3762,66311,21847,11098,3485,413016,684,1242,3040,41285,3459,2360,3531,2263,2560
213,42013,2.42,503,34,46,20,87,346,3495,288,1568,588,126708,312,197,694,13215,501,2157,973,1069,587
214,42015,2.54,335,52,58,27,120,270,1814,268,880,180,62510,73,147,278,4619,246,695,253,586,258
215,42017,2.66,1718,25,46,6,90,17962,64567,6774,32024,11433,626205,2332,2114,7722,97338,17053,4958,4802,4886,2174
216,42019,2.42,427,22,41,19,81,1162,4807,293,2309,971,185034,871,488,2309,24229,2346,5879,5326,1320,582
217,42021,2.29,581,36,47,29,90,375,4258,513,1780,488,140835,876,202,4258,16668,2038,1462,9590,890,348
218,42023,2.19,20,41,42,0,122,34,79,7,36,5,4939,8,17,13,693,15,51,49,270,40
219,42025,2.48,309,47,38,0,92,1165,2807,194,1621,217,64874,37,211,686,7637,1256,235,3325,260,76
220,42027,2.44,412,14,34,5,53,1663,14894,367,5396,5843,156240,962,387,1262,12099,2685,1926,2393,2166,663
221,42029,2.65,1365,24,51,8,100,8684,57501,14430,19433,10558,506422,1584,1852,4429,76464,7343,6335,4621,4978,2176
222,42031,2.38,198,37,46,14,81,77,1378,95,933,75,39437,69,188,162,2652,142,896,152,367,201
223,42033,2.40,332,40,47,36,94,273,3306,772,1063,251,81472,328,125,521,6296,412,1302,2028,2086,157
224,42035,2.48,159,28,41,4,81,145,2067,82,1519,130,39611,41,99,60,3836,197,523,217,354,385
225,42037,2.39,336,33,41,16,82,561,2171,156,1037,413,67089,90,230,442,5662,685,415,819,464,150
226,42039,2.43,362,35,57,16,125,394,5340,135,4399,408,87801,136,299,1066,7549,541,2418,1110,1622,1136
227,42041,2.36,666,23,46,8,92,2564,18049,1275,8206,4232,239420,1913,738,1633,19440,1640,5017,1741,1738,2333
228,42043,2.41,1560,43,55,39,92,2653,27514,5257,8448,4726,269946,1245,769,2030,19688,2505,3141,2050,1211,1473
229,42045,2.63,2893,36,54,12,90,9560,61931,4773,26116,16092,560775,2813,945,2230,97986,7805,4585,2075,3332,985
