,FIPS,HC01_VC21,HC01_VC53,HC01_VC54,HC01_VC55,HC01_VC56,HC01_VC57,HC01_VC172,HC01_VC175,HC01_VC188,HC01_VC191,HC01_VC194,HC01_VC195,HC01_VC196,HC01_VC198,HC01_VC199,HC01_VC200,HC01_VC201,HC01_VC202,HC01_VC203,HC01_VC204,HC01_VC205,HC01_VC206,HC01_VC207,HC01_VC208,HC01_VC209
0,21001,3.06,0,46,7,90,22,28,36,4141,1337,1769,361,35,93,13,0,324,114,0,95,33,5,0,1,11
1,21003,3.03,61,79,72,168,9,136,56,1906,2274,2646,270,0,120,33,0,466,336,12,0,8,45,0,29,0
2,21005,2.95,11,52,15,118,13,236,42,2627,2708,3661,556,0,139,0,161,589,328,0,27,86,58,223,110,0
3,21007,2.84,89,75,33,123,55,17,21,819,1146,1446,94,7,123,10,10,171,87,7,2,33,0,0,26,12
4,21009,2.96,65,56,75,108,13,154,90,4942,4621,3444,531,10,260,27,1,912,1439,19,65,98,29,9,225,22
5,21011,3.21,55,69,72,138,16,26,2,1468,1081,2113,41,0,83,0,0,209,265,0,34,39,16,0,34,0
6,21013,3.19,54,67,82,115,25,104,10,2298,1144,2070,278,0,103,0,0,339,217,0,71,60,0,0,62,9
7,21015,3.27,33,51,20,89,29,1058,1650,13749,39868,21348,4437,74,1917,71,380,2135,2963,126,766,615,168,235,771,8
8,21017,2.99,64,56,61,117,15,491,61,2578,2224,2769,308,3,163,0,11,479,282,0,11,73,97,0,80,0
9,21019,2.96,47,46,32,88,17,336,77,6230,7025,9284,1018,19,280,61,234,1120,1100,23,126,160,28,12,379,135
10,21021,2.87,27,57,14,124,19,256,153,4184,3817,3622,567,10,325,23,12,1142,637,24,74,154,109,7,197,0
11,21023,3.35,48,71,7,151,28,139,0,1112,1918,1412,264,0,36,0,76,114,215,0,0,2,10,0,13,0
12,21025,3.18,50,27,0,76,0,82,19,1511,877,893,123,0,0,0,12,173,129,9,10,9,13,0,4,2
13,21027,3.1,29,44,0,120,4,68,15,2500,3291,3625,448,0,111,94,37,465,408,164,0,102,52,0,19,23
14,21029,3.05,45,49,14,104,20,213,277,7093,13349,10310,1578,14,814,13,31,804,1164,0,10,410,238,78,254,12
15,21031,2.94,30,71,0,156,13,129,0,889,739,1206,124,0,44,12,0,270,110,0,0,64,0,0,30,0
16,21033,3.27,80,84,148,159,0,127,44,1701,1631,1635,238,0,77,0,0,451,474,0,0,13,0,0,108,0
17,21035,2.8,14,39,10,71,11,293,759,4458,5359,4946,793,58,578,6,91,1225,957,59,111,255,39,34,81,54
18,21037,3.15,33,60,13,116,23,309,304,9163,35189,16559,4318,76,749,61,136,1534,1719,144,232,359,293,76,751,2
19,21039,2.94,57,36,18,57,25,0,0,590,428,647,41,0,16,2,0,74,102,0,3,11,0,0,10,0
20,21041,2.78,27,48,0,37,73,428,31,1434,1611,1469,158,0,3,17,0,237,374,0,8,9,0,15,92,0
21,21043,3.14,12,35,9,70,14,22,15,2935,3952,4217,140,0,139,0,3,541,847,0,8,8,0,0,49,0
22,21045,3.18,27,41,9,100,0,162,0,1277,1210,1227,85,7,89,38,9,254,154,0,0,61,185,0,75,19
23,21047,3.1,79,101,86,157,32,972,570,6931,8324,6889,1681,22,888,80,45,1238,1093,38,1267,324,310,4,137,267
24,21049,2.83,77,61,16,127,22,375,96,4084,3990,4577,645,0,399,0,41,788,1104,0,79,137,10,37,244,0
25,21051,3.71,89,65,30,130,26,115,54,1110,1185,2055,32,7,84,38,0,210,196,6,82,101,51,0,77,0
26,21053,3.14,55,46,0,95,21,35,0,3774,732,618,34,11,12,0,5,81,71,0,31,23,1,0,166,1
27,21055,3.09,9,32,0,87,0,73,12,1078,740,1421,105,20,31,0,0,199,125,0,0,18,22,0,43,0
28,21057,3.18,10,6,0,23,0,22,0,1357,668,622,34,0,27,0,0,27,119,3,93,19,80,0,0,0
29,21059,3.06,40,44,36,83,15,735,165,10524,12846,11474,1166,0,587,36,63,1427,1376,35,189,286,198,22,306,44
30,21061,2.92,26,41,10,95,11,28,18,1086,1000,1529,183,0,142,0,0,152,403,0,8,88,0,0,30,0
31,21063,3.01,104,54,97,127,0,124,0,728,571,926,4,0,11,0,0,100,75,0,16,0,0,16,97,0
32,21065,3.14,18,40,150,41,10,103,16,1125,1303,1629,162,14,71,0,59,78,189,0,0,7,12,0,5,0
33,21067,2.89,32,52,39,82,18,8967,6067,37475,41992,37792,8195,377,3927,436,1222,9438,8512,302,2115,1931,659,546,2680,565
34,21069,3.12,85,68,9,191,0,57,0,1946,2105,2696,376,0,6,0,42,143,278,0,16,20,70,0,31,13
35,21071,3.01,18,42,12,91,11,72,35,2870,2641,4201,237,13,99,5,39,333,559,0,3,27,21,0,142,0
36,21073,2.89,35,48,14,103,14,546,440,6540,6526,7539,950,13,542,36,150,1262,1182,0,128,152,108,26,285,33
37,21075,2.71,89,66,36,173,0,17,4,526,691,763,121,0,119,0,0,67,81,0,90,4,28,0,21,0
38,21077,3.5,61,48,11,139,0,265,0,732,1934,1341,272,2,87,37,0,223,221,1,0,51,0,0,101,0
39,21079,3.07,36,43,0,117,5,105,8,2367,2274,2804,302,0,49,23,0,434,474,0,0,90,0,0,37,8
40,21081,3.13,80,98,76,214,12,173,47,2328,6444,4600,615,0,150,7,10,377,415,37,0,62,43,0,171,0
41,21083,2.98,41,58,53,107,22,738,15,3226,3751,4737,364,0,173,27,37,780,624,0,1,180,31,36,149,52
42,21085,3.11,19,41,12,97,1,61,0,2438,2540,3248,243,0,25,26,20,380,276,0,0,115,0,7,21,0
43,21087,2.97,37,38,3,89,12,57,18,1322,1055,1085,225,0,84,0,102,195,64,0,11,26,49,12,0,0
44,21089,3.12,12,44,33,86,18,45,87,4969,6410,6739,805,18,391,2,19,1176,744,26,48,235,29,4,336,0
45,21091,3,95,68,49,178,0,68,0,976,1342,1041,119,0,7,5,32,191,175,0,0,7,20,48,0,4
46,21093,3.09,49,64,21,123,26,637,1559,11374,16349,13085,2775,86,1474,28,245,1960,2077,41,1047,260,321,91,610,446
47,21095,3.41,44,63,32,144,8,180,0,2022,1459,2828,402,0,43,9,0,250,354,0,43,20,0,6,44,10
48,21097,3.28,35,24,131,7,8,172,0,2000,3103,3051,318,0,146,28,99,411,114,0,25,0,12,0,22,0
49,21099,3.15,84,85,28,207,20,98,17,1765,1965,2506,213,8,114,18,0,167,555,0,54,45,226,0,43,0
50,21101,2.99,47,61,33,124,16,286,24,4960,7327,5644,471,0,456,0,304,857,919,38,409,158,22,37,97,9
51,21103,2.96,90,62,45,148,6,101,8,2352,2582,2611,120,0,256,9,0,258,415,10,1,75,22,25,76,1
52,21105,3.23,0,44,0,102,18,12,2,513,449,501,41,0,18,5,0,192,90,0,3,0,0,0,0,0
53,21107,3.03,23,43,4,92,16,480,183,6336,5058,5571,655,0,211,0,78,806,1007,0,111,202,20,13,124,34
54,21109,2.87,51,55,0,149,0,15,23,919,909,1368,0,0,0,0,111,73,89,0,0,32,0,0,0,0
55,21111,3.05,49,59,38,106,22,13360,10813,72977,140393,100814,19622,340,7926,736,3843,13819,12931,720,18266,3347,2977,675,3970,1541
56,21113,2.98,26,52,31,111,8,516,212,5678,7282,6765,1178,79,542,0,128,1199,1025,26,76,183,150,247,232,17
57,21115,2.82,25,69,41,124,33,16,78,2124,1661,2289,204,0,57,39,0,257,325,0,42,25,0,0,43,0
58,21117,3.14,39,65,46,120,19,1700,725,17071,55473,31769,6823,96,1976,118,330,3374,2967,139,707,530,457,12,1531,158
59,21119,3.22,44,54,24,116,17,0,31,1852,942,1187,134,0,26,7,61,271,116,0,2,77,7,0,6,0
60,21121,3.15,57,54,83,102,4,62,53,1791,2603,3878,389,0,64,0,39,686,112,0,0,134,12,7,59,0
61,21123,3.4,58,41,31,92,4,75,0,1209,1532,1678,231,0,101,0,11,247,294,0,23,0,28,11,40,0
62,21125,3.03,42,67,80,128,13,322,78,7001,5788,7291,708,0,305,0,13,798,596,0,22,28,478,80,212,6
63,21127,3.24,5,33,0,74,10,149,48,2120,1272,2757,162,0,76,0,4,356,401,0,0,33,0,0,32,0
64,21129,3.06,3,71,70,167,2,61,3,945,678,660,70,0,11,46,0,58,138,0,0,0,4,0,1,0
65,21131,3.16,20,38,0,88,8,19,0,2061,463,697,27,0,13,0,0,124,220,0,0,21,0,0,36,0
66,21133,3.21,47,51,22,99,24,8,39,2146,1475,1893,164,9,59,0,0,638,263,10,0,90,0,0,40,0
67,21135,3.27,16,49,34,99,14,48,23,1734,1617,1551,53,0,101,0,3,138,283,0,0,33,0,0,63,0
68,21137,3.07,25,43,56,94,2,32,14,1516,1668,2296,61,8,181,60,11,312,325,0,0,71,16,0,7,0
69,21139,3.08,72,62,0,172,5,39,31,986,876,1049,107,4,101,2,5,130,167,0,0,70,9,0,29,58
70,21141,2.84,51,65,67,127,16,349,1,2983,2616,2836,129,0,260,9,30,532,645,0,92,97,17,9,85,79
71,21143,2.53,7,22,0,62,0,13,0,961,1135,1293,156,3,114,0,0,178,193,0,19,33,20,3,96,0
72,21145,2.9,33,63,15,144,9,411,248,7882,10675,9071,1566,33,902,13,90,1424,1436,31,115,290,97,15,492,8
73,21147,3.02,0,35,33,77,0,77,33,1430,1429,2516,206,0,34,6,4,479,229,4,72,89,0,0,50,23
74,21149,3.05,71,65,13,129,32,18,0,835,1079,985,31,0,39,0,5,73,46,0,0,60,0,7,38,0
75,21151,2.94,35,59,33,96,26,651,476,10193,12084,13148,2152,85,929,0,257,2744,1706,67,191,392,274,184,649,64
76,21153,3.35,73,64,21,156,6,68,0,2037,531,1473,108,0,6,0,0,414,52,0,21,0,0,0,13,0
77,21155,3.16,61,73,35,160,20,254,122,2920,1160,2658,164,0,85,13,64,113,192,0,187,21,0,0,30,15
78,21157,2.93,26,44,0,107,13,100,22,3462,4371,3915,487,0,403,0,50,650,713,10,7,163,10,0,131,0
79,21159,3,0,25,0,9,44,87,8,553,648,910,68,0,17,0,61,400,11,9,59,9,0,0,15,9
80,21161,3.04,80,62,44,116,27,115,3,2010,3848,2495,257,0,50,0,0,618,457,0,0,41,66,0,26,3
81,21163,3.29,28,45,0,96,13,215,121,2790,6782,5319,550,0,307,11,15,470,622,10,20,19,34,29,147,0
82,21165,3.66,58,56,124,98,0,67,25,1007,687,1179,0,0,0,0,0,62,63,0,0,66,0,0,6,0
83,21167,3.08,28,86,0,176,45,46,26,2525,2610,2913,258,0,152,13,10,640,357,0,0,58,37,0,71,0
84,21169,2.96,31,62,9,142,20,88,36,1016,772,1146,42,0,73,0,41,274,253,0,0,0,12,0,26,0
85,21171,3.06,36,35,0,64,25,216,0,1529,980,825,65,0,176,0,11,76,268,0,0,16,52,0,14,0
86,21173,3.07,40,60,61,123,8,194,14,3764,2889,3226,478,2,136,32,9,327,362,0,104,5,0,12,43,15
87,21175,3.06,46,47,0,100,19,208,0,1670,1089,2527,119,0,21,0,0,423,177,0,18,34,4,0,25,10
88,21177,2.91,27,51,44,118,2,144,33,3442,2326,3360,304,0,135,9,31,534,431,0,29,161,70,0,110,20
89,21179,3.06,72,87,32,165,39,320,147,5980,5405,6359,860,12,481,0,35,852,692,55,53,129,22,76,272,0
90,21181,2.9,122,112,104,167,72,25,14,550,728,877,103,0,15,0,0,292,165,0,0,0,0,0,0,0
91,21183,3.28,33,68,4,150,16,219,23,1999,1659,1992,137,16,24,0,10,423,378,0,17,139,19,2,118,7
92,21185,3.18,19,45,5,108,28,935,286,7243,12730,8457,2608,133,1075,131,278,1329,1698,103,107,440,274,71,723,153
93,21187,2.81,37,99,41,202,29,73,11,1457,1731,2108,108,0,15,0,0,238,343,11,0,5,54,0,34,0
94,21189,3.48,4,33,0,46,25,2,0,576,187,692,2,0,0,0,0,42,13,0,2,0,0,0,0,0
95,21191,3.29,31,66,93,126,14,6,0,1357,4665,2159,277,0,29,0,0,233,221,0,0,55,0,0,67,0
96,21193,3.09,46,41,26,88,7,11,20,3461,1601,2429,328,0,96,0,27,716,487,4,40,136,25,0,51,45
97,21195,2.88,21,57,75,116,8,214,141,9826,5139,6846,803,0,299,48,4,1464,1105,19,34,82,13,20,204,7
98,21197,3.21,32,71,45,111,45,0,10,2218,1190,1461,205,0,27,0,0,164,339,94,88,0,0,0,25,23
99,21199,2.84,50,57,22,125,15,334,128,8544,5553,6865,788,28,323,0,5,1159,965,0,0,296,219,28,375,47
100,21201,3.94,86,184,0,506,0,0,0,210,549,478,0,0,9,0,0,6,113,0,0,0,0,0,22,0
101,21203,3.13,17,49,23,116,5,0,4,1644,966,1715,32,0,46,20,0,173,274,0,0,38,0,0,146,0
102,21205,2.95,38,68,64,101,36,227,160,2166,2725,2732,335,0,64,37,11,686,868,0,92,65,6,20,308,0
103,21207,2.92,24,36,3,66,19,168,0,4531,1694,1590,123,0,79,0,0,290,270,17,1,11,20,13,76,0
104,21209,3.01,28,45,19,104,3,451,288,5385,7140,6486,932,4,760,116,173,1005,1015,55,52,270,209,77,323,0
105,21211,3.08,35,58,26,111,27,1648,173,4669,6285,6113,728,35,419,7,78,899,823,0,111,248,91,164,262,55
106,21213,2.96,86,67,107,115,16,15,44,1817,1204,1473,101,0,113,0,0,284,470,0,8,118,16,4,98,0
107,21215,3.06,83,84,31,164,53,68,14,1911,3172,2144,260,0,178,28,0,321,157,38,14,32,25,27,155,0
108,21217,2.99,54,59,55,128,4,56,158,2708,2661,3036,169,11,185,0,26,292,334,11,36,63,189,0,40,16
109,21219,3.13,39,78,24,170,18,215,8,690,1640,1562,89,7,136,0,2,279,115,0,14,61,483,6,23,0
110,21221,2.71,0,52,0,134,7,38,0,2268,1659,1596,129,56,123,8,0,308,523,0,84,25,155,20,28,0
111,21223,2.97,20,23,0,63,0,150,9,893,1392,1437,147,0,70,0,13,212,187,0,0,9,0,0,29,0
112,21225,2.98,63,68,41,107,47,76,56,1878,1626,1281,88,0,0,34,9,125,94,0,16,44,53,0,57,37
113,21227,3.03,29,55,7,94,26,2723,2101,11961,16149,13917,2229,50,1320,96,365,3403,2607,144,292,514,121,121,634,99
114,21229,2.86,70,111,0,302,11,72,19,1418,744,1252,134,0,221,5,0,269,139,0,0,115,10,0,67,0
115,21231,2.89,50,66,0,167,0,303,0,2157,1440,2851,94,0,43,0,41,340,329,0,1,10,35,0,76,31
116,21233,3.23,47,49,41,111,0,126,13,1720,1261,1492,84,0,69,0,27,299,351,0,103,28,88,0,18,0
117,21235,3.14,29,48,74,73,14,162,37,3213,3692,5641,398,1,105,6,34,633,508,0,18,50,62,7,174,185
118,21237,3.4,12,28,0,76,0,0,10,708,434,648,55,0,2,0,0,81,78,0,0,16,0,0,57,0
119,21239,3.01,16,47,6,70,45,880,51,3566,3795,3703,686,0,304,9,130,830,868,2,0,169,12,298,121,0
120,39001,3.09,35,70,54,148,15,65,27,2645,5504,4593,281,11,86,0,17,548,439,4,0,83,323,0,328,0
121,39003,3.02,59,68,57,133,18,494,350,7430,36149,13781,4158,80,1477,63,261,1341,1694,254,1267,452,1699,78,1932,265
122,39005,3.03,32,63,47,100,37,175,318,5987,17182,6401,2548,37,1439,29,164,1136,1261,387,133,301,958,131,316,16
123,39007,3.06,34,44,31,89,16,924,245,12939,24659,16638,11124,216,5691,331,918,2259,1823,1633,131,1806,417,186,999,22
124,39009,2.98,23,32,23,43,19,77,1435,6151,13115,8690,2921,111,2129,20,447,1464,1192,502,436,338,178,167,901,71
125,39011,2.96,44,70,11,162,19,133,96,3446,23836,5829,1297,12,525,0,145,625,522,40,84,410,436,31,323,2
126,39013,2.83,40,40,31,76,16,191,167,8272,18382,12800,6738,114,5877,13,735,2160,1076,1130,182,118,164,195,1198,14
127,39015,3.23,27,40,18,92,8,3,36,3763,11772,5985,982,10,458,9,54,723,717,37,2,140,69,11,231,46
128,39017,3.12,37,56,28,106,20,5402,5448,34474,101097,50224,16929,395,6209,176,2050,5439,6364,786,2846,2149,1341,514,3183,259
129,39019,2.98,36,82,0,218,15,79,16,2904,8269,4492,1613,14,608,0,63,641,929,172,0,156,439,53,399,0
130,39021,3.02,33,56,37,133,7,177,98,4234,10595,6140,984,49,510,55,67,800,800,85,86,270,359,7,398,5
131,39023,3.02,49,51,14,116,9,1361,374,13604,34131,21037,4120,211,1636,127,255,2631,2919,179,699,1194,323,100,1137,91
132,39025,3.13,33,55,21,122,17,992,1299,21182,62972,34070,8422,288,3464,104,653,3237,4623,292,412,1387,488,372,1471,56
133,39027,2.98,65,75,69,154,14,106,28,4820,11166,7075,1270,14,272,8,40,1003,540,99,72,122,157,25,304,0
134,39029,2.95,55,65,41,143,17,513,264,15566,31875,19358,10140,41,3563,20,490,2975,3111,1482,202,617,1363,356,1940,68
135,39031,3.05,55,62,14,151,11,60,22,4252,10279,4596,1000,0,395,14,55,770,512,46,0,241,416,0,514,0
136,39033,2.88,40,48,23,96,21,73,133,5122,18724,6501,1696,11,639,28,59,674,779,96,9,170,158,34,393,57
137,39035,3.1,38,50,31,89,23,14572,19180,77229,218113,167467,118267,6555,108462,1103,21251,14932,16853,41207,13155,7762,3494,16670,8271,4413
138,39037,3.04,32,57,30,121,18,116,39,4569,20890,5515,614,8,238,86,109,639,855,5,98,170,343,23,349,13
139,39039,2.97,48,57,36,120,10,368,82,3298,15948,4852,1049,0,906,31,76,551,546,87,38,236,310,22,320,44
140,39041,3.06,23,53,11,106,31,490,3901,22642,58170,27332,13938,367,7111,207,1420,3774,5409,1104,755,1804,799,409,3575,180
141,39043,2.92,42,45,21,105,10,405,178,8549,29152,12181,6689,74,2936,12,322,1077,1419,584,301,533,250,249,875,206
142,39045,3.05,30,50,30,106,18,775,928,16044,44448,23745,6594,66,2740,23,620,2516,3278,431,804,968,787,298,2263,203
143,39047,2.95,52,83,62,164,25,184,156,2574,6299,3096,734,16,95,0,23,340,766,18,0,17,96,14,304,5
144,39049,3.14,40,59,33,94,28,19836,26926,103730,274641,164974,63926,1876,29219,1992,8911,19950,23903,5361,33178,8054,5185,3805,18707,4129
145,39051,3,36,54,22,112,24,509,53,4747,18844,4914,1107,12,2590,130,77,542,892,158,0,402,851,17,185,5
146,39053,3.04,36,47,18,114,0,53,57,2784,5027,4993,508,0,219,0,75,403,577,22,4,162,133,60,850,0
147,39055,3.16,11,52,1,145,23,137,166,12576,25036,15269,12993,657,7678,113,2085,1439,2386,1816,59,1269,1597,483,1127,51
148,39057,2.93,27,44,22,82,16,840,2330,17210,41085,21101,5182,217,3209,182,581,3052,3775,534,768,1610,561,256,1998,17
149,39059,3.08,53,62,40,132,14,129,28,4913,9044,6535,1109,45,735,39,77,1215,933,849,132,234,113,12,534,33
150,39061,3.12,42,58,31,104,22,8276,7873,60768,243544,116040,36455,1002,12086,309,6297,9945,13417,1430,20849,3816,2639,1008,5869,1229
151,39063,2.91,58,63,34,115,25,388,846,7583,31296,7595,2870,80,1839,129,285,1386,1921,193,112,306,915,37,956,9
152,39065,3.2,34,75,32,126,37,27,108,2949,9985,4847,1077,28,590,0,44,498,553,139,34,99,411,13,657,13
153,39067,3.08,51,64,61,101,38,27,7,1528,3414,2474,894,46,1025,0,80,600,316,83,12,46,42,0,120,9
154,39069,2.98,41,83,2,194,19,251,53,1972,14829,3306,870,53,1219,0,58,274,404,70,10,214,186,3,325,3
155,39071,3.01,53,55,14,116,20,191,22,4568,10643,6631,835,83,307,46,89,411,635,32,0,129,32,0,234,0
156,39073,2.94,71,59,43,126,14,84,111,2571,7200,4273,746,7,276,0,173,475,564,10,35,237,36,23,491,10
157,39075,3.92,14,77,15,136,44,84,11,2369,14811,2394,428,18,559,12,114,297,469,59,27,291,4144,30,179,16
158,39077,3.01,64,63,13,156,6,1438,110,6236,22545,8925,2699,15,1629,38,196,660,1363,403,68,251,211,94,305,2
159,39079,2.98,16,80,65,142,36,176,110,3453,5474,3736,490,0,153,16,2,539,811,26,64,47,24,0,1740,21
160,39081,2.9,26,41,29,78,16,150,137,6472,13360,11853,9368,187,5565,17,476,1754,1439,1798,39,222,137,121,1013,0
